Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Datavetenskap;LIU50153;1886388055;Jorge Sadri;16.91;Numeriska algoritmer;TANA03;4;1;VG
Datavetenskap;LIU50153;1886388055;Jorge Sadri;16.91;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Informationssakning;TGTU60;1;0;VG
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;1187091373;Anthony Sandlford;17.96;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;VG
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;3931775297;Merrel Gleditsch;16.53;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Industriell ekonomi, grundkurs;TEIE59;3;0;VG
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;3437391215;Northrop Antoft;14.24;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Konstruktion och analys av algoritmer 3;TDDA32;5;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Avancerad programmering i C++;TDDB89;3;1;U
Datavetenskap;LIU50153;8166054547;Marlo Lanouette;11.06;Spraklig kommunikation;TGTU02;4;0;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;4630450455;Carleton Ruane;13.05;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Kompilatorkonstruktion;TDDB44;4;1;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Avancerad programmering i C++;TDDB89;3;1;VG
Datavetenskap;LIU50153;5888291033;Codie Felli;17.13;Spraklig kommunikation;TGTU02;4;0;VG
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Processprogrammering och operativsystem;TDDB68;4;1;VG
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;8355859233;Ruben Camillucci;17.40;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Bioteknisk biokemi;TFKE32;4;0;VG
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Avancerad programmering i C++;TDDB89;3;1;VG
Datavetenskap;LIU50153;6334353548;Dell Maclean;20.00;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1331334096;Duky Tanglao;19.41;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Industriell ekonomi, grundkurs;TEIE59;3;0;VG
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;8417372175;Hewett Westbrook;19.16;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Industriell ekonomi, grundkurs;TEIE59;3;0;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;3020922732;Rollie McCain;14.53;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;1622219436;Ewart Erbilgin;16.54;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Informationssakning;TGTU60;1;0;VG
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;5185837948;Granthem Hause;20.00;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;VG
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Konstruktion och analys av algoritmer 3;TDDA32;5;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Informationssakning;TGTU60;1;0;U
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;8898411268;Hershel Valerien;12.96;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Numeriska algoritmer;TANA03;4;1;VG
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;8064652383;Leonerd Racioppi;14.17;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;VG
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Spraklig kommunikation;TGTU02;4;0;U
Datavetenskap;LIU50153;7405800704;Niko Shypski;12.47;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Industriell ekonomi, grundkurs;TEIE59;3;0;G
